0.000000,0.548814,0.715189
0.000000,0.602763,0.544883
0.000000,0.423655,0.645894
0.000000,0.437587,0.891773
0.000000,0.963663,0.383442
0.000000,0.791725,0.528895
0.000000,0.568045,0.925597
1.000000,0.071036,0.087129
0.000000,0.020218,0.832620
0.000000,0.778157,0.870012
0.000000,0.978618,0.799159
0.000000,0.461479,0.780529
1.000000,0.118274,0.639921
0.000000,0.143353,0.944669
1.000000,0.521848,0.414662
0.000000,0.264556,0.774234
0.000000,0.456150,0.568434
1.000000,0.018790,0.617635
0.000000,0.612096,0.616934
0.000000,0.943748,0.681820
1.000000,0.359508,0.437032
1.000000,0.697631,0.060225
0.000000,0.666767,0.670638
1.000000,0.210383,0.128926
1.000000,0.315428,0.363711
0.000000,0.570197,0.438602
0.000000,0.988374,0.102045
1.000000,0.208877,0.161310
1.000000,0.653108,0.253292
1.000000,0.466311,0.244426
1.000000,0.158970,0.110375
1.000000,0.656330,0.138183
1.000000,0.196582,0.368725
0.000000,0.820993,0.097101
0.000000,0.837945,0.096098
0.000000,0.976459,0.468651
0.000000,0.976761,0.604846
0.000000,0.739264,0.039188
1.000000,0.282807,0.120197
1.000000,0.296140,0.118728
1.000000,0.317983,0.414263
1.000000,0.064147,0.692472
1.000000,0.566601,0.265389
1.000000,0.523248,0.093941
0.000000,0.575946,0.929296
0.000000,0.318569,0.667410
0.000000,0.131798,0.716327
1.000000,0.289406,0.183191
1.000000,0.586513,0.020108
0.000000,0.828940,0.004695
0.000000,0.677817,0.270008
0.000000,0.735194,0.962189
1.000000,0.248753,0.576157
0.000000,0.592042,0.572252
0.000000,0.223082,0.952749
0.000000,0.447125,0.846409
0.000000,0.699479,0.297437
0.000000,0.813798,0.396506
0.000000,0.881103,0.581273
0.000000,0.881735,0.692532
0.000000,0.725254,0.501324
0.000000,0.956084,0.643990
0.000000,0.423855,0.606393
1.000000,0.019193,0.301575
0.000000,0.660174,0.290078
0.000000,0.618015,0.428769
1.000000,0.135474,0.298282
0.000000,0.569965,0.590873
0.000000,0.574325,0.653201
0.000000,0.652103,0.431418
0.000000,0.896547,0.367562
0.000000,0.435865,0.891923
0.000000,0.806194,0.703889
0.000000,0.100227,0.919483
0.000000,0.714241,0.998847
0.000000,0.149448,0.868126
1.000000,0.162493,0.615560
0.000000,0.123820,0.848008
0.000000,0.807319,0.569101
1.000000,0.407183,0.069167
0.000000,0.697429,0.453543
0.000000,0.722056,0.866382
0.000000,0.975522,0.855803
1.000000,0.011714,0.359978
0.000000,0.729991,0.171630
1.000000,0.521037,0.054338
1.000000,0.199997,0.018522
0.000000,0.793698,0.223925
